No,分局,派出所,警編,位置
4384,三民一分局,長明所,KC108A0333,KC108A0333_建國二路109號前路燈桿_港新074
4385,三民一分局,長明所,KC108A0334,KC108A0334_建國二路109號前路燈桿_港新074
4386,三民一分局,長明所,KC108A0335,KC108A0335_建國一路481號前路燈桿_港新048
4387,三民一分局,長明所,KC108A0336,KC108A0336_建國一路481號前路燈桿_港新048
4388,三民一分局,長明所,KC108A0337,KC108A0337_建國一路382號前號誌桿
4389,三民一分局,長明所,KC108A0338,KC108A0338_建國一路與凱旋一路口東北側路燈桿_民主001
4390,三民一分局,長明所,KC108A0339,KC108A0339_建國一路378號旁路燈桿_博惠165
4391,三民一分局,長明所,KC108A0340,KC108A0340_憲政路255號旁路燈桿_博惠040
4392,三民一分局,長明所,KC108A0341,KC108A0341_憲政路312號前路燈桿_博惠041
4393,三民一分局,長明所,KC108A0342,KC108A0342_凱歌路264號前路燈桿_博惠121
4394,三民一分局,哈爾濱所,KC106C0231,KC106C0231_中華二路、十全二路(南向北)
4395,三民一分局,哈爾濱所,KC106C0232,KC106C0232_中華二路、十全二路(南向北)
4396,三民一分局,哈爾濱所,KC106C0233,KC106C0233_中華二路、十全二路(東向西)
4397,三民一分局,哈爾濱所,KC106C0234,KC106C0234_中華二路、十全二路(東向西)
4398,三民一分局,哈爾濱所,KC98C0445,九如二路、自立一路(向北)(104維)
4399,三民一分局,哈爾濱所,KC98C0446,九如二路、自立一路(向南)
4400,三民一分局,哈爾濱所,KC98C0447,九如二路、自立一路(向西)(104維)
4401,三民一分局,哈爾濱所,KC98C0449,十全二路、自立一路口(向東)
4402,三民一分局,哈爾濱所,KC98C0450,十全二路、自立一路口(向西)
4403,三民一分局,哈爾濱所,KC98C0451,十全二路、自立一路口(向北)(105維)
4404,三民一分局,哈爾濱所,KC98C0188,博愛一路、同盟二路口(向東)
4405,三民一分局,哈爾濱所,KC98C0189,博愛一路、同盟二路口(向東)
4406,三民一分局,哈爾濱所,KC98C1270,九如2路、漢口街口(向北)
4407,三民一分局,哈爾濱所,KC98C1271,九如2路、嫩江街口(向南)
4408,三民一分局,哈爾濱所,KC98C1272,九如2路、哈爾濱街口(向北)
4409,三民一分局,哈爾濱所,KC98C1273,九如2路、天津街口(向南)
4410,三民一分局,哈爾濱所,KC98C1274,重慶街1號(向西)
4411,三民一分局,哈爾濱所,KC98C1275,重慶街1-5號(向北)
4412,三民一分局,哈爾濱所,KC98C1285,同盟路、重慶街口(向南)
4413,三民一分局,哈爾濱所,KC98C1287,博愛一路、北平二街口(向西)
4414,三民一分局,哈爾濱所,KC98C1288,博愛一路、北平二街口(向東)
4415,三民一分局,哈爾濱所,KC98C1289,博愛一路、緩遠二街口(向西)
4416,三民一分局,哈爾濱所,KC98C1293,重慶街、北平二街口(向東)
4417,三民一分局,哈爾濱所,KC98C1295,重慶街、北平二街口(向北)
4418,三民一分局,哈爾濱所,KC98C1302,察哈爾二街、哈爾濱街口(向西)(105維)
4419,三民一分局,哈爾濱所,KC98C1303,察哈爾2街、漢口街口(向東)
4420,三民一分局,哈爾濱所,KC98C1305,哈爾濱街、宣化街口(向西)
4421,三民一分局,哈爾濱所,KC98C1309,哈爾濱街、北平二街口(向東)
4422,三民一分局,哈爾濱所,KC98C1315,同盟二路、天津街口(向南)
4423,三民一分局,哈爾濱所,KC98E3747,重慶街1之6號旁(向南)(105維)
4424,三民一分局,哈爾濱所,KC98E3748,安寧街454號(向西)(104蘇維)
4425,三民一分局,哈爾濱所,KC98E3751,天津街與恆豐街口(向西)(105維)
4426,三民一分局,哈爾濱所,KC98E3752,安寧街478號前(向西)(105維)
4427,三民一分局,哈爾濱所,KC98E3753,安寧街597號旁(向北)(104蘇維)
4428,三民一分局,哈爾濱所,KC98E3757,漢口街與恆豐街口(向北)(105維)
4429,三民一分局,哈爾濱所,KC98E3758,漢口街與安寧街口(向東)(105維)
4430,三民一分局,哈爾濱所,KC98E3759,九如二路與漢口街口(向南)(104維)
4431,三民一分局,哈爾濱所,KC98E3761,105.8減除(11004回復)
4432,三民一分局,哈爾濱所,KC98E3762,更新街55號前(向東)
4433,三民一分局,哈爾濱所,KC98E3764,九如二路與安東街口(向南)(104維)
4434,三民一分局,哈爾濱所,KC98E3765,自立一路241號前(向南)(105維)
4435,三民一分局,哈爾濱所,KC98E3767,自立一路177巷3號旁(向北)(105維)
4436,三民一分局,哈爾濱所,KC98E3768,自立一路177巷3號旁(向西)(105維)
4437,三民一分局,哈爾濱所,KC98E3769,中華二路12巷口旁(向北)(104蘇維)
4438,三民一分局,哈爾濱所,KC98E3770,中華二路102巷2號前(向東)(104蘇維)(三民一10903發文汰除)(11004回復)
4439,三民一分局,哈爾濱所,KC98E3771,中華二路118號旁(向東)(105維)
4440,三民一分局,哈爾濱所,KC98E3772,通化街40號旁(向北)(105維)
4441,三民一分局,哈爾濱所,KC98E3773,通化街40號旁(向西)(105維)
4442,三民一分局,哈爾濱所,KC98E3774,中華二路與九如二路(向東)(104維)
4443,三民一分局,哈爾濱所,KC98E3775,九如二路659號前(向東)(104蘇維)(三民一10903發文汰除)(11004回復)
4444,三民一分局,哈爾濱所,KC98E3776,九如二路595號前(向東)(105維)
4445,三民一分局,哈爾濱所,KC98E3777,十全二路385號前(向東)(105維)
4446,三民一分局,哈爾濱所,KC98E3778,十全二路353號旁(向南)(105維)
4447,三民一分局,哈爾濱所,KC98E3779,十全二路331號前(向東)(105維)
4448,三民一分局,哈爾濱所,KC98E3780,十全二路317之1號旁(向南)(105維)
4449,三民一分局,哈爾濱所,KC98E3781,安東街與熱河二街口(向南)(105維)
4450,三民一分局,哈爾濱所,KC98E3782,中華二路250號旁(向西)(105維)
4451,三民一分局,哈爾濱所,KC98E3783,中華二路304號前(向北)(105維)
4452,三民一分局,哈爾濱所,KC98E3784,熱河二街266號前(向西)
4453,三民一分局,哈爾濱所,KC98E3785,遼寧二街250號(向東)
4454,三民一分局,哈爾濱所,KC98E3786,遼寧二街286之1號(向西)
4455,三民一分局,哈爾濱所,KC98E3787,遼寧二街335號前(向東)(105維)
4456,三民一分局,哈爾濱所,KC98E3790,九如二路與康平街口(向北)(105維)
4457,三民一分局,哈爾濱所,KC98E3792,九如二路與通化街口(向北)(104維)
4458,三民一分局,哈爾濱所,KC98E3793,博愛一路與熱河二街口(向東)(104維)
4459,三民一分局,哈爾濱所,KC98E3794,博愛一路81號前(向南)(三民一10903發文汰除)(三民二10904發文回復)
4460,三民一分局,哈爾濱所,KC98E3795,博愛一路與遼寧二街(向西)
4461,三民一分局,哈爾濱所,KC98E3796,重慶街與遼寧二街(向西)
4462,三民一分局,哈爾濱所,KC98E3797,重慶街67號旁(向西)
4463,三民一分局,哈爾濱所,KC98E3799,熱河二街15號旁(向南)
4464,三民一分局,哈爾濱所,KC98E3800,天津街與熱河二街(向東)
4465,三民一分局,哈爾濱所,KC98E3803,天津街57號(向東)
4466,三民一分局,哈爾濱所,KC98E3805,哈爾濱街84號(向東)
4467,三民一分局,哈爾濱所,KC98E3807,熱河二街與哈爾濱街口(向北)(104維)
4468,三民一分局,哈爾濱所,KC98E3808,博愛一路與熱河二街口(向南)(104蘇維)
4469,三民一分局,哈爾濱所,KC98E3811,哈爾濱街與唐山街(向南)
4470,三民一分局,哈爾濱所,KC98E3814,興安街與北平二街134號(向東)
4471,三民一分局,哈爾濱所,KC98E3815,105.8減除興安街與北平二街口(三民一10911回復)
4472,三民一分局,哈爾濱所,KC98E3816,同盟二路與興安街(向南)(三民一10903發文汰除)(三民一10911回復)
4473,三民一分局,哈爾濱所,KC98E3817,105.8減除
4474,三民一分局,哈爾濱所,KC98E3818,興安街與綏遠二街(向北)
4475,三民一分局,哈爾濱所,KC98E3819,興安街與綏遠二街(向西)(三民一10903發文汰除)
4476,三民一分局,哈爾濱所,KC98E3821,興安街與察哈爾二街(向東)
4477,三民一分局,哈爾濱所,KC98E3823,漢口街與察哈爾二街210號(向北)
4478,三民一分局,哈爾濱所,KC98E3829,自立一路289號前(向南)
4479,三民一分局,哈爾濱所,KC98E3830,自立一路286號旁(向北)(105維)
4480,三民一分局,哈爾濱所,KC98E3832,遼寧二街208號前(向西)(105維)
4481,三民一分局,哈爾濱所,KC98E3833,漢口街109號前(向南)(105維)
4482,三民一分局,哈爾濱所,KC98E3834,熱河二街222號旁(向南)(105維)
4483,三民一分局,哈爾濱所,KC98E3835,自立一路332號前(向北)(105維)
4484,三民一分局,哈爾濱所,KC98E3837,熱河二街191號(向南)
4485,三民一分局,哈爾濱所,KC98E3839,安東街134號旁(向西)(104維)(105維)
4486,三民一分局,哈爾濱所,KC98E3840,十全二路213號旁(向南)(105維)(三民一10903發文汰除)(三民二10904發文回復)
4487,三民一分局,哈爾濱所,KC98E3842,博愛一路223-1號前(向南)
4488,三民一分局,哈爾濱所,KC98E3843,察哈爾二街60號前(向東)(104蘇維)
4489,三民一分局,哈爾濱所,KC98E3846,察哈爾二街19號旁(向南)
4490,三民一分局,哈爾濱所,KC98E3848,十全二路116號前(向西)
4491,三民一分局,哈爾濱所,KC98E3849,十全二路228號旁(向北)(105維)
4492,三民一分局,哈爾濱所,KC98E3850,漢中街2號旁(向西)(105維)
4493,三民一分局,哈爾濱所,KC98E3852,十全二路160-1號旁(向北)
4494,三民一分局,哈爾濱所,KC98E3854,自立一路460號前(向南)(105維)
4495,三民一分局,哈爾濱所,KC98E3857,博愛一路與同盟二路愛河之星旁(向南)(104維)
4496,三民一分局,哈爾濱所,KC98E3858,博愛一路與同盟二路口(向東)(104維)
4497,三民一分局,哈爾濱所,KC98E3859,博愛一路265號(向南)(三民一10903發文汰除)(三民二10904發文回復)
4498,三民一分局,哈爾濱所,KC98E3860,博愛一路與綏遠二街(向西)(104蘇維)
4499,三民一分局,哈爾濱所,KC98E3861,博愛一路與北平二街(向東)
4500,三民一分局,哈爾濱所,KC98E3864,同盟二路與自立一路(向東)(105維)
4501,三民一分局,哈爾濱所,KC98E3866,自立一路與綏遠二街(向南)
4502,三民一分局,哈爾濱所,KC98E3868,安東街與同協路(向南)
4503,三民一分局,哈爾濱所,KC98E3872,中華二路372號前(向北)
4504,三民一分局,哈爾濱所,KC100G0138,察哈爾二街與漢口街口
4505,三民一分局,哈爾濱所,KC100G0139,察哈爾二街287號旁路燈桿
4506,三民一分局,哈爾濱所,KC100G0140,察哈爾二街與漢口街口
4507,三民一分局,哈爾濱所,KC100G0141,十全二路與康平街口路燈桿
4508,三民一分局,哈爾濱所,KC100G0142,熱河二街與康平街口號誌桿
4509,三民一分局,哈爾濱所,KC100G0143,熱河二街與康平街口
4510,三民一分局,哈爾濱所,KC100G0144,熱河二街與康平街口
4511,三民一分局,哈爾濱所,KC100G0145,熱河二街與康平街口
4512,三民一分局,哈爾濱所,KC100G0146,九如二路637巷21弄旁
4513,三民一分局,哈爾濱所,KC100G0147,九如二路637巷21弄2號對面
4514,三民一分局,哈爾濱所,KC100G0148,康平街與九如二路口
4515,三民一分局,哈爾濱所,KC100G0149,中華二路60巷、康平街口(南側)
4516,三民一分局,哈爾濱所,KC100G0150,更新街11號前
4517,三民一分局,哈爾濱所,KC100G0151,更新街2號對面
4518,三民一分局,哈爾濱所,KC100G0152,通化街43巷17號對面
4519,三民一分局,哈爾濱所,KC100G0153,通化街、通化街43巷口(通化街43巷2號前)
4520,三民一分局,哈爾濱所,KC100G0154,熱河二街158號前路燈桿
4521,三民一分局,哈爾濱所,KC100G0155,喜峰街、哈爾濱街口路燈桿
4522,三民一分局,哈爾濱所,KC100G0156,遼寧二街114號前路燈桿
4523,三民一分局,哈爾濱所,KC100G0157,遼寧二街210號前路燈桿
4524,三民一分局,哈爾濱所,KC100G0158,嫩江街2巷42號旁路燈桿
4525,三民一分局,哈爾濱所,KC100G0159,嫩江街13號旁路燈桿
4526,三民一分局,哈爾濱所,KC100G0160,天津街12巷1號前路燈桿
4527,三民一分局,哈爾濱所,KC100G0161,天津街12巷31號前路燈桿
4528,三民一分局,哈爾濱所,KC100G0162,九如二路469號旁號誌桿
4529,三民一分局,哈爾濱所,KC100G0163,哈爾濱街1巷64號前路燈桿
4530,三民一分局,哈爾濱所,KC100G0164,哈爾濱街1巷64號前路燈桿
4531,三民一分局,哈爾濱所,KC100G0165,恒豐街277號前路燈桿(照向恒豐街278巷內)
4532,三民一分局,哈爾濱所,KC100G0166,漢口街29號旁路燈桿
4533,三民一分局,哈爾濱所,KC100G0167,恒豐街332巷46號前路燈桿
4534,三民一分局,哈爾濱所,KC100G0168,自立一路180號旁路燈桿或附掛自立路橋牆側
4535,三民一分局,哈爾濱所,KC100G0169,九如二路自立路口交通號誌(九如二路583號旁)
4536,三民一分局,哈爾濱所,KC101A0865,博愛路、熱河二街口-向西
4537,三民一分局,哈爾濱所,KC101A0866,熱河二街、重慶街口-向西
4538,三民一分局,哈爾濱所,KC101A0867,熱河二街、天津街口 -向西
4539,三民一分局,哈爾濱所,KC101A0868,熱河二街、哈爾濱街口-向西
4540,三民一分局,哈爾濱所,KC101A0869,熱河二街、嫩江街口-向西
4541,三民一分局,哈爾濱所,KC101A0870,熱河二街、漢口街口-向西
4542,三民一分局,哈爾濱所,KC101A0871,熱河二街、漢口街口-向北
4543,三民一分局,哈爾濱所,KC101A0872,十全二路、漢口街口-向南
4544,三民一分局,哈爾濱所,KC101A0873,十全二路、漢口街口-向東
4545,三民一分局,哈爾濱所,KC101A0874,十全二路、嫩江街口-向東
4546,三民一分局,哈爾濱所,KC101A0875,十全二路、哈爾濱街口-向東
4547,三民一分局,哈爾濱所,KC101A0876,十全二路、天津街口-向東
4548,三民一分局,哈爾濱所,KC101A0877,十全二路、重慶街口-向東
4549,三民一分局,哈爾濱所,KC101A0878,十全二路、博愛路口  (用廣角全景) -向西
4550,三民一分局,哈爾濱所,KC101A0879,十全二路、博愛路口-向東
4551,三民一分局,哈爾濱所,KC101A0880,博愛路、熱河二街口-向南
4552,三民一分局,哈爾濱所,KC101A0881,九如二路、重慶街口 - 向南
4553,三民一分局,哈爾濱所,KC101A0882,嫩江街2巷42號前   - 向東
4554,三民一分局,哈爾濱所,KC101A0883,九如二路、天津街口 - 向東
4555,三民一分局,哈爾濱所,KC101A0884,天津街12巷33號前 -向南
4556,三民一分局,哈爾濱所,KC101A0885,九如二路與哈爾濱街口向西(11004回復)
4557,三民一分局,哈爾濱所,KC101A0886,嫩江街、哈爾濱街2巷口 - 向西
4558,三民一分局,哈爾濱所,KC101A0887,九如二路、嫩江街口 -向西
4559,三民一分局,哈爾濱所,KC101A0888,九如二路、漢口街口 - 向東
4560,三民一分局,哈爾濱所,KC101A0889,哈爾濱街、天津街23巷口 -向東
4561,三民一分局,哈爾濱所,KC101A0890,嫩江街、哈爾濱街2巷口向東(三民一10903發文汰除)(11004回復)
4562,三民一分局,哈爾濱所,KC101A0891,哈爾濱街、安寧街口 -向西
4563,三民一分局,哈爾濱所,KC101A0892,嫩江街、安寧街口 -向西
4564,三民一分局,哈爾濱所,KC101A0893,天津街23巷38號前 - 向西
4565,三民一分局,哈爾濱所,KC101A0894,天津街12巷1號前 - 向西
4566,三民一分局,哈爾濱所,KC101A0895,嫩江街、安寧街口向北(三民一10903發文汰除)(11004回復)
4567,三民一分局,哈爾濱所,KC101A0896,漢口街、安寧街口向北(三民一10903發文汰除)(11004回復)
4568,三民一分局,哈爾濱所,KC101A0897,重慶街223巷、天津街口 - 向東
4569,三民一分局,哈爾濱所,KC101A0898,重慶街261巷、重慶街口 - 向西
4570,三民一分局,哈爾濱所,KC101A0899,重慶街、綏遠二街口 - 向北
4571,三民一分局,哈爾濱所,KC101A0901,北平二街91巷、綏遠二街 - 向北
4572,三民一分局,哈爾濱所,KC101A0902,開原街、綏遠二街口 - 向北
4573,三民一分局,哈爾濱所,KC101A0903,天宮街、綏遠二街口 - 向北
4574,三民一分局,哈爾濱所,KC101A0905,北平二街5巷、綏遠二街口 - 向南
4575,三民一分局,哈爾濱所,KC101A0906,北平二街8巷、北平二街口 - 向南
4576,三民一分局,哈爾濱所,KC101A0907,北平二街8巷、北平二街口 - 向北
4577,三民一分局,哈爾濱所,KC101A0908,重慶街、北平二街口 - 向北
4578,三民一分局,哈爾濱所,KC101A0909,天津街、北平二街口 - 向北
4579,三民一分局,哈爾濱所,KC101A0910,重慶街、重慶街305巷口 - 向西
4580,三民一分局,哈爾濱所,KC101A0911,重慶街、重慶街335巷口 - 向西
4581,三民一分局,哈爾濱所,KC101A0912,天宮街、天宮街33巷口   - 向西
4582,三民一分局,哈爾濱所,KC101A0913,九如路、重慶街口 - 向北
4583,三民一分局,哈爾濱所,KC101A0914,九如路、天津街     - 向北
4584,三民一分局,哈爾濱所,KC101A0915,九如路、哈爾濱街 - 向北
4585,三民一分局,哈爾濱所,KC101A0916,九如路、嫩江街 -向北(三民一10903發文汰除)(11006恢復)
4586,三民一分局,哈爾濱所,KC101A0917,哈爾濱街、哈爾濱街35巷 - 向西
4587,三民一分局,哈爾濱所,KC101A0918,哈爾濱街、遼寧二街-向北(三民一10903發文汰除)(11006恢復)
4588,三民一分局,哈爾濱所,KC101A0919,哈爾濱街、錦州街 - 向西
4589,三民一分局,哈爾濱所,KC101A0920,嫩江街、錦州街     - 向西
4590,三民一分局,哈爾濱所,KC101A0921,嫩江街、嫩江街59巷尾 - 向西
4591,三民一分局,哈爾濱所,KC101A0922,嫩江街35巷口 - 向西
4592,三民一分局,哈爾濱所,KC101A0923,哈爾濱街35巷尾、嫩江街 - 向東
4593,三民一分局,哈爾濱所,KC101A0924,重慶街、重慶街6巷口 - 向西
4594,三民一分局,哈爾濱所,KC101A0925,重慶街6巷尾、遼寧二街口 - 向南
4595,三民一分局,哈爾濱所,KC101A0926,天津街、錦州街口-向北(三民一10903發文汰除)(11006恢復)
4596,三民一分局,哈爾濱所,KC101A0927,錦州街口、天津街口 - 向南
4597,三民一分局,哈爾濱所,KC101A0928,遼寧二街、天津街口 - 向南
4598,三民一分局,哈爾濱所,KC101A0929,哈爾濱街111號 - 向南
4599,三民一分局,哈爾濱所,KC101A0931,哈爾濱街113巷2號 - 向西
4600,三民一分局,哈爾濱所,KC101A0933,哈爾濱街87巷2號   - 向西
4601,三民一分局,哈爾濱所,KC101A0935,遼寧二街162號 - 向東
4602,三民一分局,哈爾濱所,KC101A0936,嫩江街105號     - 向南
4603,三民一分局,哈爾濱所,KC101A0937,熱河二街與嫩江街119號 - 向南
4604,三民一分局,哈爾濱所,KC101A0938,漢口街、喜峰街口 - 向南
4605,三民一分局,哈爾濱所,KC101A0939,喜峰街154號 - 向東
4606,三民一分局,哈爾濱所,KC101A0940,嫩江街109巷2號 - 向西
4607,三民一分局,哈爾濱所,KC101A0941,哈爾濱街87巷33號右側巷 - 向東
4608,三民一分局,哈爾濱所,KC101A0942,漢口街153號     -  向南
4609,三民一分局,哈爾濱所,KC101A0943,喜峰街125號前 - 向東
4610,三民一分局,哈爾濱所,KC101A0944,哈爾濱街113巷26號 - 向東
4611,三民一分局,哈爾濱所,KC101H0423,綏遠二街與興安街口
4612,三民一分局,哈爾濱所,KC101H0424,北平二街136號旁
4613,三民一分局,哈爾濱所,KC101H0425,宣化街114號旁
4614,三民一分局,哈爾濱所,KC101H0426,唐山街與興安街口(興安街77號旁)
4615,三民一分局,哈爾濱所,KC101H0427,自立一路522號前
4616,三民一分局,哈爾濱所,KC101H0428,四平街與察哈爾二街109巷口(四平街251號前)
4617,三民一分局,哈爾濱所,KC101H0429,天津街205號旁
4618,三民一分局,哈爾濱所,KC101H0430,博愛一路與博仁街口(博愛一路187號前)
4619,三民一分局,哈爾濱所,KC101H0431,哈爾濱街338號旁
4620,三民一分局,哈爾濱所,KC101H0432,綏遠二街68號旁
4621,三民一分局,哈爾濱所,KC101H0433,重慶街211號旁
4622,三民一分局,哈爾濱所,KC101H0434,宣化街1號前
4623,三民一分局,哈爾濱所,KC101H0435,北平二街21號旁
4624,三民一分局,哈爾濱所,KC101H0436,重慶街366號前
4625,三民一分局,哈爾濱所,KC101H0437,哈爾濱街與北平二街口
4626,三民一分局,哈爾濱所,KC101H0438,北平二街57號前
4627,三民一分局,哈爾濱所,KC101H0439,錦州街與嫩江街口(嫩江街47號旁)
4628,三民一分局,哈爾濱所,KC101H0440,錦州街與漢口街(漢口街53號前)
4629,三民一分局,哈爾濱所,KC101H0441,嫩江街35巷與漢口街(漢口街38號旁)
4630,三民一分局,哈爾濱所,KC101H0442,漢口街與九如二路(九如二路532號旁)
4631,三民一分局,哈爾濱所,KC101H0443,天津街與重慶街7巷口(天津街28號旁)
4632,三民一分局,哈爾濱所,KC101H0444,天津街與重慶街7巷口(天津街28號旁)
4633,三民一分局,哈爾濱所,KC101H0445,重慶街與錦州街口(重慶街19號旁)
4634,三民一分局,哈爾濱所,KC101H0446,重慶街與重慶街37巷口(重慶街39號旁)
4635,三民一分局,哈爾濱所,KC101H0447,重慶街與遼寧二街口(遼寧二街25號旁)
4636,三民一分局,哈爾濱所,KC101H0448,天津街與遼寧二街口(遼寧二街66號前)
4637,三民一分局,哈爾濱所,KC101H0449,天津街與天津街37巷口(天津街38號旁)
4638,三民一分局,哈爾濱所,KC101H0450,錦州街與天津街口(天津街28之5號旁)
4639,三民一分局,哈爾濱所,KC101H0451,哈爾濱街與錦州街口(哈爾濱街50號旁)
4640,三民一分局,哈爾濱所,KC101H0452,遼寧二街與遼寧二街99巷(遼寧二街152號對面)
4641,三民一分局,哈爾濱所,KC101H0453,漢口街與遼寧二街口(遼寧二街206號前)
4642,三民一分局,哈爾濱所,KC101H0454,嫩江街59巷口與漢口街(漢口街93號前)
4643,三民一分局,哈爾濱所,KC102A0048,博愛、綏遠街口(三民一10903發文汰除)(11006恢復)(向西)
4644,三民一分局,哈爾濱所,KC102A0047,博愛、綏遠街口(向東)
4645,三民一分局,哈爾濱所,KC102A0046,博愛、綏遠街口(105維)
4646,三民一分局,哈爾濱所,KC102A0045,博愛、綏遠街口
4647,三民一分局,哈爾濱所,KC102A0051,九如路、通化街口(向西)
4648,三民一分局,哈爾濱所,KC102A0049,九如路、通化街口(三民二10904發文汰除)(11006恢復)(向北)
4649,三民一分局,哈爾濱所,KC102A0050,九如路、通化街口(向東)
4650,三民一分局,哈爾濱所,KC102A0052,九如路、通化街口(向南)
4651,三民一分局,哈爾濱所,KC103D0156,察哈爾二街14之1號前(路燈桿編號03063)
4652,三民一分局,哈爾濱所,KC103D0157,察哈爾二街59號旁(路燈桿編號02929)
4653,三民一分局,哈爾濱所,KC103D0158,察哈爾二街85號前(路燈桿編號03055)
4654,三民一分局,哈爾濱所,KC103D0159,天津街264號旁(路燈桿編號03202)
4655,三民一分局,哈爾濱所,KC103D0160,天宮街25巷22號前(路燈桿編號03237)
4656,三民一分局,哈爾濱所,KC103D0161,天宮街25巷8號前(路燈桿編號03236)
4657,三民一分局,哈爾濱所,KC103D0162,天宮街22號前(路燈桿編號03248)
4658,三民一分局,哈爾濱所,KC103D0163,綏遠二街28號前(路燈桿編號009882)
4659,三民一分局,哈爾濱所,KC103D0164,綏遠二街12號前(路燈桿無編號)
4660,三民一分局,哈爾濱所,KC103D0165,北平二街7號旁(路燈桿編號02850)
4661,三民一分局,哈爾濱所,KC103D0166,哈爾濱街與天津街263巷口
4662,三民一分局,哈爾濱所,KC103D0167,天津街304號前(路燈桿編號03308)
4663,三民一分局,哈爾濱所,KC103D0168,愛河之心公園內安泰里休閒廣場西側鐵柱
4664,三民一分局,哈爾濱所,KC103D0169,龍心橋旁(愛河之心公園內)公園路燈(同盟二路51號對面)(路燈桿編號8978)
4665,三民一分局,哈爾濱所,KC103D0170,愛河之心公園內公園路燈(聖馨幼稚園對面)(路燈桿編號9193)
4666,三民一分局,哈爾濱所,KC103D0171,博愛一路與同盟二路口西北角(路燈桿編號博100)
4667,三民一分局,哈爾濱所,KC106C0212,KC106C0212_捷運後驛站1號出口(南向北)
4668,三民一分局,哈爾濱所,KC106C0213,KC106C0213_博愛一路、察哈爾街(北向南)
4669,三民一分局,哈爾濱所,KC106C0214,KC106C0214_博愛一路、察哈爾街(北向南)
4670,三民一分局,哈爾濱所,KC106C0215,KC106C0215_捷運後驛站4號出口(北向南)
4671,三民一分局,哈爾濱所,KC106C0223,KC106C0223_自立一路、熱河街(東向西)
4672,三民一分局,哈爾濱所,KC106C0224,KC106C0224_自立一路、十全二路(西向東)
4673,三民一分局,哈爾濱所,KC106C0225,KC106C0225_自立一路、熱河街(北向南)
4674,三民一分局,哈爾濱所,KC106C0226,KC106C0226_自立一路、十全二路(南向北)
4675,三民一分局,哈爾濱所,KC107E0048,KC107E0048_中華二路、九如二路口東南側(德北125)
4676,三民一分局,哈爾濱所,KC107E0049,KC107E0049_中華二路、九如二路口東北側(十全001)
4677,三民一分局,哈爾濱所,KC107E0050,KC107E0050_中華二路、九如二路口東南側(德北125)
4678,三民一分局,哈爾濱所,KC108A0321,KC108A0321_同盟二路與自立一路西南角路燈桿_安宜083
4679,三民一分局,哈爾濱所,KC108A0322,KC108A0322_漢口街198號對面路燈桿_安邦209
4680,三民一分局,哈爾濱所,KC108A0323,KC108A0323_同盟二路與自立一路西南角號誌桿
4681,三民一分局,哈爾濱所,KC108A0324,KC108A0324_自立一路444號旁路燈桿_安邦194
4682,三民一分局,哈爾濱所,KC108A0325,KC108A0325_自立一路460號前號誌桿
4683,三民一分局,哈爾濱所,KC108A0326,KC108A0326_哈爾濱街141號前路燈桿_民享097
4684,三民一分局,哈爾濱所,KC108A0327,KC108A0327_哈爾濱街136號前路燈桿_民享054
4685,三民一分局,哈爾濱所,KC108A0328,KC108A0328_博愛一路157號前路燈桿_安邦006
4686,三民一分局,哈爾濱所,KC108A0329,KC108A0329_十全二路2號前自立桿
4687,三民一分局,哈爾濱所,KC109A0322,KC109A0322_博愛一路與同盟二路口西北角路燈桿_安泰234
4688,三民一分局,哈爾濱所,KC109A0323,KC109A0323_博愛一路與同盟二路口西北角路燈桿_安泰234
4689,三民一分局,哈爾濱所,KC109A0324,KC109A0324_同盟二路15號對面號誌桿
4690,三民一分局,哈爾濱所,KC109A0325,KC109A0325_同盟二路43號對面公園路燈桿_三民22021
4691,三民一分局,哈爾濱所,KC109A0326,KC109A0326_博愛一路433號旁路標指示桿
4692,三民一分局,哈爾濱所,KC109A0327,KC109A0327_博愛一路433號旁路標指示桿
4693,三民一分局,哈爾濱所,KC109A0328,KC109A0328_博愛一路433號前路燈桿_安泰221
4694,三民一分局,哈爾濱所,KC109A0329,KC109A0329_同盟二路41號前號誌桿
4695,三民一分局,哈爾濱所,KC109A0330,KC109A0330_同盟二路101號前自立桿
4696,三民一分局,哈爾濱所,KC109A0331,KC109A0331_北平二街106-1號前號誌桿
4697,三民一分局,哈爾濱所,KC109A0332,KC109A0332_同盟二路99號對面號誌桿
4698,三民一分局,哈爾濱所,KC109A0333,KC109A0333_同盟二路99號對面號誌桿
4699,三民一分局,哈爾濱所,KC109A0334,KC109A0334_察哈爾二街85號前路燈桿_安邦094
4700,三民一分局,哈爾濱所,KC109A0335,KC109A0335_察哈爾二街85號前號誌桿
4701,三民一分局,哈爾濱所,KC109A0336,KC109A0336_哈爾濱街39號旁號誌桿
4702,三民一分局,哈爾濱所,KC109A0337,KC109A0337_察哈爾二街122-1號旁號誌桿
4703,三民二分局,覺民所,KC98C0459,大豐二路與大昌二路口-向東
4704,三民二分局,覺民所,KC98C0456,大順二路132巷口-向東(109維)
4705,三民二分局,覺民所,KC98C0453,臥龍路23巷口-向東(107維)
4706,三民二分局,覺民所,KC98C0458,建興路129號前-向東
4707,三民二分局,覺民所,KC98C1642,義華路340巷33號前-向東(108維)
4708,三民二分局,覺民所,KC98C1644,義德路69號對面-向南(108維)
4709,三民二分局,覺民所,KC98C1634,義華路272巷口-向西(108維)
