No,分局,派出所,警編,位置
15187,鳳山分局,五甲派出所,KC101D1651,自強一路175號(民宅牆壁)
15188,鳳山分局,五甲派出所,KC101D1654,南進二街1號前
15189,鳳山分局,五甲派出所,KC101D1655,五福二路70巷2號前
15190,鳳山分局,五甲派出所,KC101D1658,五福二路46巷5號對面
15191,鳳山分局,五甲派出所,KC101D1659,福德街與五福二路口
15192,鳳山分局,五甲派出所,KC101D1660,五甲三路157巷1號對面
15193,鳳山分局,五甲派出所,KC101D1667,五甲二路278巷12號旁
15194,鳳山分局,五甲派出所,KC101D1672,南榮路234號旁
15195,鳳山分局,五甲派出所,KC101D1693,南正二路64巷47弄3號前(109維纜線)
15196,鳳山分局,五甲派出所,KC101D1698,南正二路64巷口(109維纜線)
15197,鳳山分局,五甲派出所,KC101D1699,南正二路64巷口(109維纜線)
15198,鳳山分局,五甲派出所,KC101D1700,南正二路98巷口(牌樓)(109維纜線)
15199,鳳山分局,五甲派出所,KC101D1701,南正二路92號旁
15200,鳳山分局,五甲派出所,KC101D1703,南正二路64巷57號前(全景)向東(109維纜線)
15201,鳳山分局,五甲派出所,KC101D1704,南榮路111號前(109維纜線)
15202,鳳山分局,五甲派出所,KC101D1707,五甲消防分隊前
15203,鳳山分局,五甲派出所,KC101D1741,五甲二路527號前(109維纜線)
15204,鳳山分局,五甲派出所,KC101D1742,五甲二路529巷31號前(109維纜線)
15205,鳳山分局,五甲派出所,KC101D1744,林森路185巷8號前
15206,鳳山分局,五甲派出所,KC101D1745,林森路195巷48號前
15207,鳳山分局,五甲派出所,KC101D1746,南光街220號前
15208,鳳山分局,五甲派出所,KC101D1749,南光街244號前
15209,鳳山分局,五甲派出所,KC101D1750,南光街248巷2號前
15210,鳳山分局,五甲派出所,KC101D1751,林森路247號前
15211,鳳山分局,五甲派出所,KC101D1752,林森路182號旁(109維纜線)
15212,鳳山分局,五甲派出所,KC101D1753,林森路157號旁
15213,鳳山分局,五甲派出所,KC101D1754,林森路139巷33號對面
15214,鳳山分局,五甲派出所,KC101D1778,南榮路45巷2號前
15215,鳳山分局,五甲派出所,KC101D1779,保泰路與南榮路45巷口
15216,鳳山分局,五甲派出所,KC101D1780,南榮路75號前
15217,鳳山分局,五甲派出所,KC101D1782,保泰路272號前
15218,鳳山分局,五甲派出所,KC101D1785,善美路47號旁
15219,鳳山分局,五甲派出所,KC101D1786,南榮路與三商街口
15220,鳳山分局,五甲派出所,KC101D1829,福安一街129號旁
15221,鳳山分局,五甲派出所,KC101D1837,忠誠路77號旁(109維纜線)
15222,鳳山分局,五甲派出所,KC101D1838,三誠路60巷21弄39號前(109維纜線)
15223,鳳山分局,五甲派出所,KC101D1840,勇志街25號前(109維纜線)
15224,鳳山分局,五甲派出所,KC101D1841,勇志街25號前(109維纜線)
15225,鳳山分局,五甲派出所,KC101D1842,勇志街25號前(109維纜線)
15226,鳳山分局,五甲派出所,KC101D1844,三誠路186巷與186巷41弄路口(109維纜線)
15227,鳳山分局,五甲派出所,KC101D1846,瑞春街52號旁(109維纜線)
15228,鳳山分局,五甲派出所,KC101D1848,三誠路128號附1前(109維纜線)
15229,鳳山分局,五甲派出所,KC101D1854,錦田路229號對面
15230,鳳山分局,五甲派出所,KC101D1855,龍成路33號旁(109維纜線)
15231,鳳山分局,五甲派出所,KC101D1859,永和街與鎮南街口(109維纜線)
15232,鳳山分局,五甲派出所,KC101D1861,龍成路62號旁
15233,鳳山分局,五甲派出所,KC101D1862,龍成路62號旁(109維纜線)
15234,鳳山分局,五甲派出所,KC101D1865,五甲二路494巷11號前(109維纜線)
15235,鳳山分局,五甲派出所,KC101D1866,五甲二路516巷17號(民宅)
15236,鳳山分局,五甲派出所,KC101D1868,龍成路194號前(110維纜線)
15237,鳳山分局,五甲派出所,KC101D1870,龍成路109巷口(五甲國中旁)(110維纜線)
15238,鳳山分局,五甲派出所,KC101D1872,龍成路62-1號前(109維纜線)
15239,鳳山分局,五甲派出所,KC101D1873,鎮南街與永和街口(110維纜線)
15240,鳳山分局,五甲派出所,KC101D1876,自強二路190巷口(110維纜線)
15241,鳳山分局,五甲派出所,KC101D1882,龍成路123巷與保泰路口
15242,鳳山分局,五甲派出所,KC101D1883,龍成路123巷與175巷口(109維纜線)
15243,鳳山分局,五甲派出所,KC101D1885,龍成路168號旁
15244,鳳山分局,五甲派出所,KC101D1886,龍成路168號旁
15245,鳳山分局,五甲派出所,KC101D1890,龍成路175巷30弄2號前
15246,鳳山分局,五甲派出所,KC101D1891,龍成路175巷38弄(公寓)
15247,鳳山分局,五甲派出所,KC101D1893,保泰路132號旁
15248,鳳山分局,五甲派出所,KC101D1894,保泰路155-1號旁
15249,鳳山分局,五甲派出所,KC101D1897,龍成路175巷57號(109維纜線)
15250,鳳山分局,五甲派出所,KC101D1898,龍成路175巷33號前
15251,鳳山分局,五甲派出所,KC101D1899,龍成路175巷路牌
15252,鳳山分局,五甲派出所,KC101D1900,龍成路109巷口
15253,鳳山分局,五甲派出所,KC101D1918,南榮路45巷與保泰路270巷口
15254,鳳山分局,五甲派出所,KC101D1920,保泰路220巷51號前(109維纜線)
15255,鳳山分局,五甲派出所,KC101D1923,南榮路45巷2號前
15256,鳳山分局,五甲派出所,KC101D1924,保泰路270巷23號前
15257,鳳山分局,五甲派出所,KC101D1925,善美路69號前
15258,鳳山分局,五甲派出所,KC101D1926,善美路69號前(109維纜線)
15259,鳳山分局,五甲派出所,KC101D1929,鳳南路291號旁
15260,鳳山分局,五甲派出所,KC101J0497,三誠路與瑞春街口(照三誠路上往五甲路方向)
15261,鳳山分局,五甲派出所,KC101J0498,三誠路188巷對面(照往三誠路186巷內)
15262,鳳山分局,五甲派出所,KC101J0499,福誠五街與三誠路口(照往福誠五街內)
15263,鳳山分局,五甲派出所,KC101J0500,福誠三街與三誠路口(照往福誠三街內對向車道)
15264,鳳山分局,五甲派出所,KC101J0501,福誠二街與三誠路口(號誌桿)(照往福誠二街內)
15265,鳳山分局,五甲派出所,KC101J0502,三誠路與福誠一街口旁(照往福誠一街內)
15266,鳳山分局,五甲派出所,KC101J0503,瑞春街52號旁(照往三誠路一橫巷內)(109維纜線)
15267,鳳山分局,五甲派出所,KC101J0504,忠誠路與瑞春街(發展協會旁)(照忠誠路往五甲方向)
15268,鳳山分局,五甲派出所,KC101J0505,七雄街66-1號對面(照往七雄街內-向西)
15269,鳳山分局,五甲派出所,KC101J0506,自強二路253號(紅番族)(照自強二路往五甲路方向)(110維纜線)
15270,鳳山分局,五甲派出所,KC101J0507,忠誠路上(龍英府)旁(照往七雄街內)
15271,鳳山分局,五甲派出所,KC101J0508,六法街與忠誠路口福誠國小人行道上(照往六法街內)
15272,鳳山分局,五甲派出所,KC101J0509,忠誠路180號前(照往自強二路5巷內)
15273,鳳山分局,五甲派出所,KC101J0510,忠誠路135號旁(double超商)(照往勇志街內)(109維纜線)
15274,鳳山分局,五甲派出所,KC101J0511,忠誠路121號旁(照往勇志街內)
15275,鳳山分局,五甲派出所,KC101J0512,忠誠路與四海街口(東艙超市旁)(照往仁和街內)(109維纜線)
15276,鳳山分局,五甲派出所,KC101J0513,三商街130號民宅照往三商街132巷內(西南→東北)
15277,鳳山分局,五甲派出所,KC101J0514,五甲二路與三商街口照往五甲二路與三商街口(西北→東南)
15278,鳳山分局,五甲派出所,KC101J0515,南江街16巷23號前照往南江街方向(東北→西南)
15279,鳳山分局,五甲派出所,KC101J0516,南江街9號民宅照往南榮路方向(東南→西北)
15280,鳳山分局,五甲派出所,KC101J0517,三商街190巷口旁照往三商街190巷內(西→東)
15281,鳳山分局,五甲派出所,KC101J0518,南江街19巷13號民宅照往南江街方向(西北→東南)
15282,鳳山分局,五甲派出所,KC101J0520,南江街36巷29號前照往南江街方向(東南→西北)
15283,鳳山分局,五甲派出所,KC101J0521,南江街46巷39號前照往南江街方向(東南→西北)
15284,鳳山分局,五甲派出所,KC101J0523,南江街48巷3號前照往南江街48巷內(西北→東南)(109維纜線)
15285,鳳山分局,五甲派出所,KC101J0525,南江街29巷口照往南榮路方向(東南→西北)
15286,鳳山分局,五甲派出所,KC101J0527,五甲二路與鳳南路口(方師傅麵包坊前全景)
15287,鳳山分局,五甲派出所,KC101J0528,鳳南路199號對面分隔島照往鳳南路209巷方向(東→西)(109維纜線)
15288,鳳山分局,五甲派出所,KC101J0529,五福二路177號旁照往南進五街方向(東南→西北)
15289,鳳山分局,五甲派出所,KC101J0530,五福二路185號旁照往漁村街方向(東北→西南)
15290,鳳山分局,五甲派出所,KC101J0534,南安路79號旁照往五福二路方向(西南→東北)
15291,鳳山分局,五甲派出所,KC101J0535,南安路68號民宅照往漁南街方向(東南→西北)
15292,鳳山分局,五甲派出所,KC101J0536,福安一街45號旁照往漁南街方向(西北→東南)
15293,鳳山分局,五甲派出所,KC101J0537,五福二路152號前照往南進六街方向(西南→東北)
15294,鳳山分局,五甲派出所,KC101J0538,南進五街與五福一路口照往南進五街方向(東南→西北)
15295,鳳山分局,五甲派出所,KC101J0539,福安一街149號前照往自強一路方向(東南→西北)
15296,鳳山分局,五甲派出所,KC101J0540,五福一路87號對面照往南進三街方向(南→北)
15297,鳳山分局,五甲派出所,KC101J0541,南進三街55號前照往五福一路方向(東北→西南)
15298,鳳山分局,五甲派出所,KC101J0542,自強一路36號旁照往南進五街方向(南→北)
15299,鳳山分局,五甲派出所,KC101J0543,五福一路51號旁照往自強一路119巷內(西→東)
15300,鳳山分局,五甲派出所,KC101J0544,福安一街109巷31號前照往高速公路方向(東北→西南)
15301,鳳山分局,五甲派出所,KC101J0545,南光街178號民宅照往五甲二路529巷內(南→北)
15302,鳳山分局,五甲派出所,KC101J0546,南光街180號旁照往南正一路方向(西→東)
